"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"17/05/2021","257,73","252,49","258,37","250,94","","3,32%"
"14/05/2021","249,44","246,89","251,45","245,47","","1,13%"
"13/05/2021","246,65","248,57","248,57","244,34","","-0,68%"
"12/05/2021","248,34","250,31","253,50","248,07","","-1,53%"
"11/05/2021","252,19","249,90","252,40","247,84","","0,64%"
"10/05/2021","250,60","252,99","255,14","250,03","","0,05%"
"07/05/2021","250,46","250,31","253,36","248,25","","0,00%"
"06/05/2021","250,46","241,51","251,45","241,05","","3,60%"
"05/05/2021","241,76","242,79","243,47","238,64","","-0,14%"
"04/05/2021","242,08","245,43","248,21","238,50","","-1,49%"
"03/05/2021","245,75","237,00","247,12","236,54","","4,20%"
"30/04/2021","235,84","236,77","239,46","235,72","","-0,81%"
"29/04/2021","237,77","241,83","242,15","234,99","","-0,13%"
"28/04/2021","238,07","237,77","238,68","236,04","","-1,26%"
"27/04/2021","241,10","238,73","241,97","238,32","","0,77%"
"26/04/2021","239,25","238,27","239,69","236,50","","0,51%"
"23/04/2021","238,04","239,41","241,60","236,36","","-0,40%"
"22/04/2021","238,99","242,65","243,15","238,55","","-1,45%"
"21/04/2021","242,52","236,40","242,97","235,95","","2,83%"
"20/04/2021","235,86","236,36","238,55","234,86","","0,01%"
"19/04/2021","235,84","235,77","239,82","234,40","","-1,02%"
"16/04/2021","238,27","235,99","240,73","235,49","","0,55%"
"15/04/2021","236,98","232,39","237,91","231,71","","1,72%"
"14/04/2021","232,98","232,21","233,44","230,40","","0,38%"
"13/04/2021","232,09","227,03","232,94","225,93","","2,25%"
"12/04/2021","226,98","229,80","230,84","225,82","","-1,81%"
"09/04/2021","231,16","233,01","233,01","228,40","","-1,02%"
"08/04/2021","233,53","228,92","234,26","228,65","","1,34%"
"07/04/2021","230,45","229,38","231,16","227,32","","0,08%"
"06/04/2021","230,26","228,15","231,29","227,14","","1,80%"
"05/04/2021","226,18","228,51","229,42","225,13","","-0,67%"
"01/04/2021","227,72","222,76","227,74","221,62","","1,70%"
"31/03/2021","223,92","218,38","224,08","217,38","","1,64%"
"30/03/2021","220,31","225,50","226,05","219,38","","-2,56%"
"29/03/2021","226,10","228,05","228,37","223,58","","-1,37%"
"26/03/2021","229,23","230,29","231,11","227,55","","0,27%"
"25/03/2021","228,62","228,47","230,43","223,17","","-0,73%"
"24/03/2021","230,30","230,02","232,02","229,15","","0,02%"
"23/03/2021","230,26","234,31","235,36","229,79","","-2,10%"
"22/03/2021","235,21","235,27","236,09","232,34","","-2,10%"
"19/03/2021","240,25","237,82","240,92","236,86","","-0,11%"
"18/03/2021","240,52","243,16","244,03","236,32","","1,12%"
"17/03/2021","237,85","236,54","238,73","236,04","","0,21%"
"16/03/2021","237,35","239,92","241,02","236,45","","-1,08%"
"15/03/2021","239,95","238,87","240,83","236,04","","1,45%"
"12/03/2021","236,51","237,46","237,78","232,16","","-1,08%"
"11/03/2021","239,08","240,42","242,29","236,63","","0,24%"
"10/03/2021","238,51","236,27","239,33","233,94","","-0,20%"
"09/03/2021","238,99","231,25","239,05","230,93","","3,62%"
"08/03/2021","230,65","234,72","235,04","228,01","","-0,07%"
"05/03/2021","230,81","230,93","232,62","226,91","","-0,68%"
"04/03/2021","232,40","239,05","240,74","231,20","","-3,51%"
"03/03/2021","240,85","244,39","245,21","236,22","","-1,83%"
"02/03/2021","245,34","238,69","245,58","235,68","","0,75%"
"01/03/2021","243,51","245,35","247,95","242,25","","0,90%"
"26/02/2021","241,34","249,96","250,55","238,87","","-4,50%"
"25/02/2021","252,70","256,90","258,72","250,74","","-0,87%"
"24/02/2021","254,92","254,89","255,57","250,33","","0,67%"
"23/02/2021","253,22","259,23","259,32","249,96","","-1,38%"
"22/02/2021","256,77","251,88","256,90","249,96","","3,07%"
"19/02/2021","249,12","244,26","253,11","243,89","","0,65%"
"18/02/2021","247,52","251,10","252,15","246,04","","-0,87%"
"17/02/2021","249,71","250,78","251,10","246,13","","-0,04%"
"16/02/2021","249,81","254,98","256,44","245,81","","0,00%"
"12/02/2021","249,81","246,40","251,24","246,17","","1,02%"
"11/02/2021","247,28","245,81","249,96","245,18","","-0,11%"
"10/02/2021","247,55","251,10","252,04","246,08","","-1,17%"
"09/02/2021","250,48","252,87","254,71","248,09","","-0,61%"
"08/02/2021","252,03","247,10","253,09","246,36","","2,05%"
"05/02/2021","246,96","240,85","247,75","240,62","","2,99%"
"04/02/2021","239,79","243,41","244,82","237,28","","-2,44%"
"03/02/2021","245,77","247,79","248,80","242,67","","1,84%"
"02/02/2021","241,32","261,00","263,93","241,07","","-10,25%"
"01/02/2021","268,89","263,47","277,00","259,45","","9,30%"
"29/01/2021","246,00","240,12","253,69","239,38","","3,83%"
"28/01/2021","236,93","229,51","247,15","227,59","","2,10%"
"27/01/2021","232,06","232,03","233,08","225,99","","-0,58%"
"26/01/2021","233,42","232,80","234,95","230,65","","0,21%"
"25/01/2021","232,93","234,54","236,14","230,47","","-0,28%"
"22/01/2021","233,59","233,85","234,86","229,24","","-1,15%"
"21/01/2021","236,31","237,56","238,79","234,91","","0,34%"
"20/01/2021","235,51","233,21","236,23","229,33","","1,76%"
"19/01/2021","231,43","230,47","232,76","229,15","","1,83%"
"15/01/2021","227,28","235,00","235,18","225,13","","-3,63%"
"14/01/2021","235,84","230,97","237,42","229,88","","0,90%"
"13/01/2021","233,74","234,63","235,09","230,33","","0,54%"
"12/01/2021","232,48","230,02","234,81","229,88","","0,60%"
"11/01/2021","231,10","226,54","231,48","224,90","","2,63%"
"08/01/2021","225,19","248,62","248,71","224,53","","-9,63%"
"07/01/2021","249,17","247,93","251,22","247,20","","0,81%"
"06/01/2021","247,17","250,31","256,89","244,32","","-2,16%"
"05/01/2021","252,64","250,95","253,14","249,99","","1,01%"
"04/01/2021","250,11","249,30","253,69","246,28","","3,60%"
"31/12/2020","241,41","243,63","244,18","240,89","","-0,61%"
"30/12/2020","242,88","242,08","243,59","240,75","","1,36%"
"29/12/2020","239,63","242,49","242,49","238,61","","-1,21%"
"28/12/2020","242,57","245,51","245,96","240,57","","2,44%"
"24/12/2020","236,81","237,19","238,33","233,44","","-0,05%"
"23/12/2020","236,93","232,07","237,01","231,57","","1,51%"
"22/12/2020","233,40","244,41","244,73","231,89","","-3,20%"
"21/12/2020","241,11","245,14","252,41","229,92","","1,33%"
"18/12/2020","237,95","237,51","240,80","236,50","","-0,57%"
"17/12/2020","239,30","232,39","240,39","232,25","","4,51%"
"16/12/2020","228,98","227,04","232,94","226,22","","1,66%"
"15/12/2020","225,25","220,42","225,76","220,37","","2,48%"
"14/12/2020","219,80","220,33","222,61","217,36","","-0,19%"
"11/12/2020","220,21","220,60","221,56","216,72","","-0,01%"
"10/12/2020","220,23","220,55","223,16","217,90","","0,43%"
"09/12/2020","219,28","224,07","224,71","218,59","","-3,02%"
"08/12/2020","226,09","226,77","228,64","224,44","","-0,23%"
"07/12/2020","226,62","221,83","227,91","216,08","","2,23%"
"04/12/2020","221,68","221,38","224,67","220,10","","0,48%"
"03/12/2020","220,62","219,69","223,16","218,09","","0,24%"
"02/12/2020","220,10","216,94","223,39","216,53","","-0,04%"
"01/12/2020","220,19","209,63","220,87","209,13","","6,63%"
"30/11/2020","206,51","201,68","207,62","200,77","","-0,20%"
"27/11/2020","206,93","212,83","213,84","204,79","","-3,44%"
"25/11/2020","214,30","214,25","216,08","212,15","","0,15%"
"24/11/2020","213,97","214,16","216,12","210,77","","-1,46%"
"23/11/2020","217,15","223,25","223,75","215,48","","-3,00%"
"20/11/2020","223,85","221,65","225,90","221,19","","1,35%"
"19/11/2020","220,87","223,66","223,66","217,45","","-1,60%"
"18/11/2020","224,47","224,62","227,46","222,75","","-0,84%"
"17/11/2020","226,37","228,05","228,37","225,03","","-0,61%"
"16/11/2020","227,75","230,47","230,93","223,07","","0,04%"
"13/11/2020","227,66","223,43","228,74","222,66","","1,89%"
"12/11/2020","223,44","224,09","224,95","221,67","","0,16%"
"11/11/2020","223,08","225,03","225,26","218,96","","-0,80%"
"10/11/2020","224,87","222,50","225,87","220,26","","3,21%"
"09/11/2020","217,88","238,36","239,80","217,09","","-7,64%"
"06/11/2020","235,91","233,73","238,56","230,79","","1,87%"
"05/11/2020","231,58","222,24","232,26","221,51","","5,43%"
"04/11/2020","219,65","217,05","223,30","215,85","","-1,81%"
"03/11/2020","223,70","222,38","225,04","220,54","","1,25%"
"02/11/2020","220,94","220,91","222,93","219,02","","1,64%"
"30/10/2020","217,38","216,36","219,71","213,65","","1,22%"
"29/10/2020","214,75","215,25","217,41","208,08","","0,00%"
"28/10/2020","214,74","224,54","226,70","212,08","","-4,93%"
"27/10/2020","225,87","225,27","227,30","223,30","","0,61%"
"26/10/2020","224,49","223,94","226,29","222,06","","-1,03%"
"23/10/2020","226,84","227,30","229,55","225,37","","-0,14%"
"22/10/2020","227,15","229,32","230,70","225,04","","-2,11%"
"21/10/2020","232,04","230,65","233,64","230,05","","1,04%"
"20/10/2020","229,64","224,86","229,92","224,40","","1,14%"
"19/10/2020","227,05","223,48","230,84","222,65","","1,20%"
"16/10/2020","224,36","224,63","226,65","222,98","","0,75%"
"15/10/2020","222,69","223,02","223,62","217,55","","-0,70%"
"14/10/2020","224,26","221,78","227,30","221,46","","1,10%"
"13/10/2020","221,82","230,65","231,66","220,77","","-4,52%"
"12/10/2020","232,32","234,33","236,35","229,32","","0,65%"
"09/10/2020","230,82","223,90","231,85","223,11","","5,16%"
"08/10/2020","219,49","220,31","223,80","218,61","","-0,08%"
"07/10/2020","219,68","215,94","221,51","215,71","","-0,10%"
"06/10/2020","219,91","224,86","226,61","219,34","","-2,60%"
"05/10/2020","225,78","221,74","226,56","218,93","","2,21%"
"02/10/2020","220,90","218,38","223,80","216,91","","-0,93%"
"01/10/2020","222,97","216,59","223,44","216,17","","3,23%"
"30/09/2020","215,98","222,70","223,21","215,12","","-3,89%"
"29/09/2020","224,72","218,93","224,91","216,13","","3,56%"
"28/09/2020","216,99","211,62","217,32","207,90","","2,21%"
"25/09/2020","212,29","210,93","215,12","207,21","","-0,44%"
"24/09/2020","213,24","207,35","214,10","200,59","","0,39%"
"23/09/2020","212,40","224,45","224,81","211,81","","-5,78%"
"22/09/2020","225,44","226,52","228,81","220,17","","0,56%"
"21/09/2020","224,19","248,30","249,08","219,12","","-10,11%"
"18/09/2020","249,40","250,79","252,30","247,11","","0,11%"
"17/09/2020","249,13","249,13","250,51","243,38","","-1,37%"
"16/09/2020","252,59","252,12","254,37","251,34","","0,04%"
"15/09/2020","252,48","253,59","256,12","250,19","","0,40%"
"14/09/2020","251,47","249,36","253,18","247,52","","1,85%"
"11/09/2020","246,90","247,20","250,37","245,73","","-1,59%"
"10/09/2020","250,89","250,65","254,97","249,22","","0,77%"
"09/09/2020","248,97","246,79","249,77","244,30","","0,34%"
"08/09/2020","248,13","247,66","250,79","239,11","","1,04%"
"04/09/2020","245,56","248,07","250,14","243,52","","-0,61%"
"03/09/2020","247,06","255,43","256,30","244,95","","-1,90%"
"02/09/2020","251,84","260,12","261,13","250,74","","-4,36%"
"01/09/2020","263,33","264,02","268,71","262,41","","0,18%"
"31/08/2020","262,86","260,35","263,33","256,02","","2,89%"
"28/08/2020","255,47","251,70","257,22","251,38","","2,18%"
"27/08/2020","250,03","252,12","259,15","245,77","","-1,47%"
"26/08/2020","253,76","245,22","254,28","241,91","","4,46%"
"25/08/2020","242,93","247,94","248,21","241,68","","-1,28%"
"24/08/2020","246,08","245,82","252,62","243,48","","-0,41%"
"21/08/2020","247,08","253,50","254,69","241,32","","-1,55%"
"20/08/2020","250,98","249,41","253,96","246,60","","-0,67%"
"19/08/2020","252,68","256,99","259,75","251,52","","-2,68%"
"18/08/2020","259,64","258,97","264,44","251,80","","1,47%"
"17/08/2020","255,88","241,55","255,98","241,45","","6,00%"
"14/08/2020","241,39","254,60","255,61","238,65","","-5,98%"
"13/08/2020","256,75","240,34","257,84","238,56","","6,69%"
"12/08/2020","240,66","228,19","244,03","218,72","","-0,27%"
"11/08/2020","241,31","270,27","270,57","240,75","","-10,97%"
"10/08/2020","271,05","260,00","273,33","259,40","","6,21%"
"07/08/2020","255,20","270,63","270,67","254,92","","-3,03%"
"06/08/2020","263,17","250,75","264,23","250,33","","5,62%"
"05/08/2020","249,18","241,62","252,33","238,89","","3,31%"
"04/08/2020","241,19","226,29","241,35","224,71","","6,60%"
"03/08/2020","226,26","226,33","227,86","224,25","","0,83%"
"31/07/2020","224,40","219,89","227,31","219,01","","3,66%"
"30/07/2020","216,48","225,41","226,10","213,22","","-3,94%"
"29/07/2020","225,37","226,56","227,63","222,86","","0,09%"
"28/07/2020","225,18","240,97","243,24","208,36","","-0,82%"
"27/07/2020","227,04","215,82","229,76","215,49","","7,23%"
"24/07/2020","211,74","211,46","214,66","209,33","","-0,60%"
"23/07/2020","213,02","212,99","216,65","209,42","","-0,67%"
"22/07/2020","214,46","211,37","216,28","201,73","","7,36%"
"21/07/2020","199,76","188,67","200,34","188,67","","6,76%"
"20/07/2020","187,11","182,27","188,02","182,13","","2,17%"
"17/07/2020","183,14","179,58","183,38","179,40","","0,98%"
"16/07/2020","181,37","183,01","183,48","180,74","","-0,95%"
"15/07/2020","183,11","182,36","183,57","181,02","","1,18%"
"14/07/2020","180,97","180,42","181,58","178,33","","-1,30%"
"13/07/2020","183,36","177,96","183,52","177,96","","3,86%"
"10/07/2020","176,55","176,80","177,82","175,23","","0,48%"
"09/07/2020","175,71","177,59","180,19","174,53","","-1,04%"
"08/07/2020","177,55","172,63","177,92","172,36","","2,47%"
"07/07/2020","173,27","172,40","173,38","169,02","","0,63%"
"06/07/2020","172,19","169,34","174,02","169,07","","1,42%"
"02/07/2020","169,78","168,65","170,46","166,84","","0,57%"
"01/07/2020","168,82","172,54","174,63","167,72","","-2,25%"
"30/06/2020","172,70","167,40","172,82","167,07","","3,17%"
"29/06/2020","167,39","168,74","169,21","166,24","","-0,57%"
"26/06/2020","168,35","167,12","169,11","163,92","","0,65%"
"25/06/2020","167,27","164,57","167,45","163,60","","1,35%"
"24/06/2020","165,04","169,44","169,53","163,78","","-2,35%"
"23/06/2020","169,01","166,98","169,62","165,96","","0,91%"
"22/06/2020","167,48","169,76","170,09","167,21","","0,29%"
"19/06/2020","167,00","163,97","168,70","163,69","","1,99%"
"18/06/2020","163,74","165,31","167,45","163,04","","-1,47%"
"17/06/2020","166,18","164,11","166,33","163,78","","0,76%"
"16/06/2020","164,92","163,74","166,05","163,23","","1,40%"
"15/06/2020","162,64","164,29","164,29","159,15","","-0,51%"
"12/06/2020","163,48","164,57","167,07","163,32","","-2,32%"
"11/06/2020","167,36","169,70","171,35","166,17","","0,50%"
"10/06/2020","166,54","167,16","169,98","165,67","","-0,04%"
"09/06/2020","166,60","167,66","168,22","165,65","","-0,58%"
"08/06/2020","167,57","165,21","167,95","165,13","","2,38%"
"05/06/2020","163,67","168,18","168,60","162,75","","-3,22%"
"04/06/2020","169,12","167,76","169,63","166,54","","0,57%"
"03/06/2020","168,16","171,08","171,55","165,79","","-1,65%"
"02/06/2020","170,99","175,95","176,28","169,68","","-3,01%"
"01/06/2020","176,30","175,53","177,45","173,00","","1,77%"
"29/05/2020","173,22","167,99","173,37","167,57","","2,96%"
"28/05/2020","168,24","167,01","169,49","166,12","","1,18%"
"27/05/2020","166,28","164,85","166,45","161,30","","0,92%"
"26/05/2020","164,76","167,76","168,93","164,34","","-0,55%"
"22/05/2020","165,68","162,28","166,16","161,25","","1,89%"
"21/05/2020","162,60","166,96","168,08","161,76","","-3,70%"
"20/05/2020","168,84","169,68","170,00","166,59","","0,73%"
"19/05/2020","167,63","163,92","167,99","162,56","","2,48%"
"18/05/2020","163,57","164,43","168,27","160,55","","2,33%"
"15/05/2020","159,84","153,24","160,36","153,05","","5,66%"
"14/05/2020","151,29","147,01","151,51","146,69","","3,09%"
"13/05/2020","146,74","146,97","148,79","145,94","","-0,24%"
"12/05/2020","147,10","146,36","148,70","146,31","","0,18%"
"11/05/2020","146,83","148,70","148,84","145,28","","-0,62%"
"08/05/2020","147,75","147,48","149,59","145,70","","1,21%"
"07/05/2020","145,98","141,02","146,36","140,69","","3,83%"
"06/05/2020","140,60","142,89","143,97","140,55","","-0,63%"
"05/05/2020","141,49","139,43","141,54","138,26","","2,12%"
"04/05/2020","138,55","140,32","142,15","138,31","","-0,95%"
"01/05/2020","139,88","141,40","141,58","138,87","","-0,23%"
"30/04/2020","140,21","145,05","149,22","139,29","","-2,23%"
"29/04/2020","143,41","144,77","145,94","143,32","","-0,08%"
"28/04/2020","143,53","142,61","145,10","141,26","","-0,08%"
"27/04/2020","143,65","145,84","146,31","143,32","","-0,67%"
"24/04/2020","144,63","145,10","147,30","143,13","","-0,52%"
"23/04/2020","145,39","146,13","148,75","145,19","","0,15%"
"22/04/2020","145,17","140,79","145,33","139,57","","3,42%"
"21/04/2020","140,38","146,03","146,69","137,84","","-4,82%"
"20/04/2020","147,48","144,44","148,00","144,16","","1,97%"
"17/04/2020","144,63","147,58","147,81","143,69","","-2,04%"
"16/04/2020","147,63","147,48","147,63","147,48","","0,72%"
"15/04/2020","146,58","151,70","151,79","146,36","","-4,20%"
"14/04/2020","153,02","151,25","154,53","149,97","","3,83%"
"13/04/2020","147,37","146,93","149,31","145,74","","-3,15%"
"09/04/2020","152,16","144,44","152,45","144,13","","5,90%"
"08/04/2020","143,69","144,26","145,86","143,46","","-1,76%"
"07/04/2020","146,26","147,07","149,38","145,70","","2,05%"
"06/04/2020","143,32","136,77","144,09","136,77","","4,66%"
"03/04/2020","136,95","137,85","139,27","136,48","","-1,09%"
"02/04/2020","138,46","132,75","138,99","132,51","","4,79%"
"01/04/2020","132,13","133,98","134,74","131,95","","-1,22%"
"31/03/2020","133,75","134,55","136,29","132,80","","0,17%"
"30/03/2020","133,53","133,60","136,06","131,99","","-2,77%"
"27/03/2020","137,32","139,13","139,93","135,63","","-0,97%"
"26/03/2020","138,67","136,86","141,44","136,06","","-1,32%"
"25/03/2020","140,53","137,43","140,92","134,22","","4,32%"
"24/03/2020","134,71","131,52","135,11","125,00","","7,51%"
"23/03/2020","125,30","118,81","125,62","117,59","","7,07%"
"20/03/2020","117,02","116,64","123,73","116,40","","2,07%"
"19/03/2020","114,65","115,27","115,89","111,44","","3,08%"
"18/03/2020","111,23","120,51","121,70","110,41","","-5,79%"
"17/03/2020","118,06","119,95","124,25","114,52","","-2,50%"
"16/03/2020","121,09","138,09","139,36","111,44","","-11,61%"
"13/03/2020","137,00","145,79","149,81","136,91","","-9,40%"
"12/03/2020","151,22","156,66","158,26","146,55","","-4,60%"
"11/03/2020","158,51","161,19","161,62","158,40","","-1,06%"
"10/03/2020","160,20","161,24","162,37","158,78","","-0,58%"
"09/03/2020","161,13","162,37","162,42","156,51","","-1,21%"
"06/03/2020","163,11","163,88","166,01","161,29","","-0,75%"
"05/03/2020","164,34","162,56","164,54","162,04","","0,85%"
"04/03/2020","162,95","163,03","163,79","161,38","","0,34%"
"03/03/2020","162,40","160,01","165,02","158,26","","2,68%"
"02/03/2020","158,16","159,82","161,05","157,27","","1,71%"
"28/02/2020","155,49","166,29","166,29","155,10","","-7,21%"
"27/02/2020","167,57","170,45","171,58","167,52","","-1,00%"
"26/02/2020","169,26","171,35","172,34","168,42","","-1,94%"
"25/02/2020","172,60","176,36","176,59","172,01","","-3,65%"
"24/02/2020","179,14","177,21","179,57","176,45","","1,86%"
"21/02/2020","175,86","174,84","176,64","174,75","","1,14%"
"20/02/2020","173,89","174,23","174,84","172,81","","0,05%"
"19/02/2020","173,80","173,24","174,42","172,48","","0,89%"
"18/02/2020","172,27","169,69","172,76","169,03","","2,35%"
"14/02/2020","168,32","167,24","168,84","167,10","","0,64%"
"13/02/2020","167,25","166,77","168,12","166,76","","0,70%"
"12/02/2020","166,09","166,97","167,08","165,54","","-0,56%"
"11/02/2020","167,03","168,31","168,92","166,58","","-1,06%"
"10/02/2020","168,82","167,91","169,19","167,84","","0,53%"
"07/02/2020","167,93","169,01","169,29","167,35","","-0,71%"
"06/02/2020","169,13","167,39","169,62","167,30","","1,23%"
"05/02/2020","167,08","166,63","168,10","165,78","","0,23%"
"04/02/2020","166,69","168,01","168,63","166,25","","-0,62%"
"03/02/2020","167,72","169,77","169,77","166,92","","-1,90%"
"31/01/2020","170,97","169,15","171,71","168,77","","0,11%"
"30/01/2020","170,78","166,97","171,19","166,78","","2,89%"
"29/01/2020","165,99","165,35","166,25","164,83","","0,17%"
"28/01/2020","165,71","171,52","171,76","165,49","","-3,31%"
"27/01/2020","171,39","173,28","174,13","171,33","","-0,31%"
"24/01/2020","171,93","168,82","172,14","168,53","","1,59%"
"23/01/2020","169,23","168,48","169,53","167,01","","0,01%"
"22/01/2020","169,22","168,06","170,19","167,96","","0,11%"
"21/01/2020","169,03","172,04","172,28","167,30","","-1,47%"
"17/01/2020","171,55","170,86","172,57","170,29","","0,75%"
"16/01/2020","170,28","170,24","171,28","169,67","","-0,27%"
"15/01/2020","170,74","169,72","171,05","168,58","","1,39%"
"14/01/2020","168,41","169,05","169,58","167,96","","-1,41%"
"13/01/2020","170,82","171,24","171,62","170,29","","-0,60%"
"10/01/2020","171,85","169,86","172,52","169,53","","0,94%"
"09/01/2020","170,25","172,47","172,47","169,15","","-1,27%"
"08/01/2020","172,44","175,98","177,12","171,81","","-1,23%"
"07/01/2020","174,59","171,43","174,65","171,33","","1,18%"
"06/01/2020","172,56","175,41","175,70","171,33","","0,15%"
"03/01/2020","172,29","172,38","173,94","171,66","","0,58%"
"02/01/2020","171,29","170,10","172,23","169,77","","0,70%"
"31/12/2019","170,11","172,42","172,71","169,62","","-0,44%"
"30/12/2019","170,87","170,67","171,00","169,39","","0,32%"
"27/12/2019","170,32","170,90","171,33","169,43","","-0,26%"
"26/12/2019","170,76","171,19","172,14","169,48","","0,77%"
"24/12/2019","169,46","167,30","169,53","166,97","","2,02%"
"23/12/2019","166,10","164,12","166,25","164,12","","1,60%"
"20/12/2019","163,49","162,17","164,31","162,12","","0,41%"
"19/12/2019","162,83","162,27","163,03","160,89","","0,62%"
"18/12/2019","161,83","161,84","162,50","160,75","","-0,13%"
"17/12/2019","162,05","162,27","162,98","161,55","","-0,24%"
"16/12/2019","162,44","161,32","162,69","161,27","","0,59%"
"13/12/2019","161,48","161,13","162,12","160,42","","0,37%"
"12/12/2019","160,88","160,99","163,03","159,75","","0,59%"
"11/12/2019","159,93","158,56","160,42","158,04","","0,88%"
"10/12/2019","158,54","158,04","159,13","157,81","","0,36%"
"09/12/2019","157,97","157,62","158,80","157,57","","0,28%"
"06/12/2019","157,53","161,55","162,22","157,47","","-2,71%"
"05/12/2019","161,93","160,84","162,08","160,13","","0,85%"
"04/12/2019","160,57","163,50","164,97","160,13","","-1,92%"
"03/12/2019","163,72","161,32","164,02","160,84","","1,66%"
"02/12/2019","161,04","161,51","161,84","160,37","","-0,82%"
"29/11/2019","162,37","161,55","162,41","160,75","","0,30%"
"27/11/2019","161,89","162,65","162,98","161,60","","-0,77%"
"26/11/2019","163,15","161,18","163,41","160,84","","0,93%"
"25/11/2019","161,65","162,08","162,36","161,03","","-0,68%"
"22/11/2019","162,76","163,26","164,73","162,46","","-0,37%"
"21/11/2019","163,37","163,60","164,12","162,84","","-0,29%"
"20/11/2019","163,84","163,88","164,45","162,79","","-0,02%"
"19/11/2019","163,88","162,79","164,21","162,12","","0,71%"
"18/11/2019","162,72","161,70","162,93","160,04","","0,30%"
"15/11/2019","162,24","162,31","162,50","160,84","","-0,47%"
"14/11/2019","163,00","162,03","163,50","161,32","","0,67%"
"13/11/2019","161,91","161,03","162,68","160,85","","1,32%"
"12/11/2019","159,80","161,09","161,36","159,09","","-0,66%"
"11/11/2019","160,86","161,05","161,87","159,29","","-0,12%"
"08/11/2019","161,06","162,78","163,37","159,54","","-1,10%"
"07/11/2019","162,85","168,55","168,79","162,18","","-3,34%"
"06/11/2019","168,48","168,12","168,79","166,25","","0,17%"
"05/11/2019","168,19","172,43","173,14","167,73","","-2,76%"
"04/11/2019","172,96","173,57","174,48","171,99","","0,08%"
"01/11/2019","172,83","173,05","173,81","171,80","","-0,08%"
"31/10/2019","172,97","171,85","174,05","171,13","","1,12%"
"30/10/2019","171,06","170,37","171,99","169,98","","0,20%"
"29/10/2019","170,71","170,41","171,37","168,60","","-0,25%"
"28/10/2019","171,14","173,19","173,72","170,37","","-0,28%"
"25/10/2019","171,62","170,89","175,63","170,70","","0,69%"
"24/10/2019","170,45","168,21","170,94","167,45","","1,27%"
"23/10/2019","168,31","168,07","168,79","167,69","","0,46%"
"22/10/2019","167,54","168,16","169,27","167,02","","-0,58%"
"21/10/2019","168,52","168,02","171,28","168,02","","0,14%"
"18/10/2019","168,29","167,93","168,64","166,82","","-0,19%"
"17/10/2019","168,61","166,30","169,12","165,92","","1,06%"
"16/10/2019","166,84","167,16","167,30","164,53","","0,25%"
"15/10/2019","166,43","169,94","169,94","166,35","","-1,84%"
"14/10/2019","169,55","168,45","169,70","168,02","","0,95%"
"11/10/2019","167,96","168,16","170,27","166,35","","-0,33%"
"10/10/2019","168,52","171,18","171,37","167,11","","-1,17%"
"09/10/2019","170,51","170,18","172,28","169,84","","0,62%"
"08/10/2019","169,46","167,16","170,94","166,35","","0,91%"
"07/10/2019","167,93","168,60","168,79","166,92","","-0,48%"
"04/10/2019","168,74","169,31","169,51","166,15","","-0,29%"
"03/10/2019","169,23","169,07","170,85","167,73","","-0,04%"
"02/10/2019","169,29","165,58","169,46","165,05","","2,20%"
"01/10/2019","165,65","163,09","166,35","162,23","","1,79%"
"30/09/2019","162,74","167,35","167,64","162,66","","-3,70%"
"27/09/2019","169,00","171,37","171,56","166,11","","-1,45%"
"26/09/2019","171,49","172,52","173,33","170,41","","-0,89%"
"25/09/2019","173,03","178,17","179,08","172,04","","-2,98%"
"24/09/2019","178,34","178,60","179,27","175,44","","-0,44%"
"23/09/2019","179,14","174,91","179,22","174,87","","4,83%"
"20/09/2019","170,88","171,52","172,71","170,51","","-0,20%"
"19/09/2019","171,22","169,98","172,38","169,51","","-0,20%"
"18/09/2019","171,55","172,62","172,95","170,56","","-1,22%"
"17/09/2019","173,67","171,90","173,86","170,65","","0,63%"
"16/09/2019","172,58","172,43","173,00","170,75","","2,60%"
"13/09/2019","168,20","173,48","174,82","167,69","","-3,34%"
"12/09/2019","174,02","173,77","177,60","173,14","","0,04%"
"11/09/2019","173,96","174,29","175,44","172,19","","-0,09%"
"10/09/2019","174,11","171,42","174,77","171,13","","0,10%"
"09/09/2019","173,93","174,63","175,97","172,57","","0,26%"
"06/09/2019","173,47","178,98","180,80","173,10","","-3,66%"
"05/09/2019","180,06","185,97","187,55","177,93","","-3,79%"
"04/09/2019","187,14","185,64","187,36","184,63","","1,61%"
"03/09/2019","184,17","177,16","184,54","176,49","","4,88%"
"30/08/2019","175,60","175,01","177,83","174,91","","0,10%"
"29/08/2019","175,42","176,83","179,51","174,58","","-0,72%"
"28/08/2019","176,70","176,59","178,27","173,96","","0,86%"
"27/08/2019","175,18","170,46","175,44","170,03","","2,88%"
"26/08/2019","170,27","170,75","171,23","168,98","","1,32%"
"23/08/2019","168,06","164,00","168,45","163,76","","2,19%"
"22/08/2019","164,46","164,91","165,24","163,28","","-0,65%"
"21/08/2019","165,53","164,91","165,68","163,86","","0,02%"
"20/08/2019","165,49","162,90","165,53","162,56","","1,23%"
"19/08/2019","163,48","164,43","164,77","162,42","","-1,08%"
"16/08/2019","165,27","166,11","166,54","164,38","","-0,52%"
"15/08/2019","166,14","166,87","167,35","164,96","","-0,40%"
"14/08/2019","166,80","162,80","167,02","162,80","","1,73%"
