"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"01/10/2019","171,53","169,90","172,02","168,76","","1,10%"
"30/09/2019","169,67","172,78","172,88","169,59","","-2,22%"
"27/09/2019","173,53","174,24","174,41","172,07","","-0,58%"
"26/09/2019","174,55","174,54","175,01","173,88","","0,20%"
"25/09/2019","174,21","177,08","177,42","173,67","","-1,81%"
"24/09/2019","177,43","176,04","177,75","175,49","","0,57%"
"23/09/2019","176,43","175,75","176,75","175,00","","1,08%"
"20/09/2019","174,54","173,88","174,79","173,48","","0,59%"
"19/09/2019","173,51","172,84","174,14","172,65","","-0,64%"
"18/09/2019","174,62","174,03","174,97","173,64","","0,16%"
"17/09/2019","174,34","173,64","174,52","172,92","","0,13%"
"16/09/2019","174,12","174,55","174,60","173,20","","0,80%"
"13/09/2019","172,74","173,29","174,71","172,31","","-0,52%"
"12/09/2019","173,65","172,89","176,45","172,80","","0,28%"
"11/09/2019","173,16","172,82","173,43","172,22","","0,27%"
"10/09/2019","172,70","172,37","173,82","172,24","","-0,79%"
"09/09/2019","174,07","174,95","175,50","173,49","","-0,29%"
"06/09/2019","174,58","175,48","176,94","174,09","","-0,65%"
"05/09/2019","175,73","178,75","179,55","174,60","","-2,24%"
"04/09/2019","179,75","178,57","180,00","177,73","","0,28%"
"03/09/2019","179,24","176,68","179,57","176,32","","1,74%"
"30/08/2019","176,18","176,84","177,61","176,16","","-0,49%"
"29/08/2019","177,05","178,72","179,67","176,77","","-0,78%"
"28/08/2019","178,45","178,73","179,30","177,61","","-0,17%"
"27/08/2019","178,76","177,16","179,05","176,98","","0,95%"
"26/08/2019","177,08","179,03","179,06","176,85","","-0,03%"
"23/08/2019","177,13","173,41","177,28","173,16","","1,93%"
"22/08/2019","173,78","174,32","174,43","173,05","","-0,47%"
"21/08/2019","174,60","174,51","174,71","173,57","","0,00%"
"20/08/2019","174,60","173,59","174,94","173,31","","0,27%"
"19/08/2019","174,13","175,04","175,41","173,18","","-0,79%"
"16/08/2019","175,51","176,52","176,66","174,48","","-0,50%"
"15/08/2019","176,39","176,29","176,62","174,95","","0,22%"
"14/08/2019","176,00","173,65","176,79","173,61","","0,91%"
"13/08/2019","174,42","176,15","178,06","171,72","","-0,21%"
"12/08/2019","174,78","173,79","175,04","172,73","","0,58%"
"09/08/2019","173,78","174,65","175,05","173,53","","-0,06%"
"08/08/2019","173,89","173,63","174,58","172,99","","-0,66%"
"07/08/2019","175,05","172,36","175,34","172,05","","2,38%"
"06/08/2019","170,98","169,89","171,16","169,16","","0,52%"
"05/08/2019","170,09","168,36","170,70","167,96","","1,30%"
"02/08/2019","167,90","166,43","168,20","166,18","","1,75%"
"01/08/2019","165,01","163,72","165,04","162,72","","-0,37%"
"31/07/2019","165,63","165,92","166,53","165,27","","-0,28%"
"30/07/2019","166,09","165,44","166,20","165,35","","0,59%"
"29/07/2019","165,11","165,38","165,39","164,57","","0,07%"
"26/07/2019","164,99","164,69","165,60","164,32","","0,33%"
"25/07/2019","164,44","165,49","166,68","164,03","","-0,63%"
"24/07/2019","165,48","165,08","166,15","164,91","","0,14%"
"23/07/2019","165,25","164,99","166,21","164,44","","-0,36%"
"22/07/2019","165,85","165,80","166,22","165,62","","0,02%"
"19/07/2019","165,82","167,95","168,12","165,53","","-0,10%"
"18/07/2019","165,98","165,56","166,26","164,57","","0,34%"
"17/07/2019","165,41","163,57","165,71","162,89","","0,86%"
"16/07/2019","164,00","164,43","164,77","163,23","","-0,17%"
"15/07/2019","164,28","164,35","164,88","163,80","","0,09%"
"12/07/2019","164,13","164,01","164,35","163,27","","0,39%"
"11/07/2019","163,50","165,40","165,82","163,47","","-0,40%"
"10/07/2019","164,16","162,16","164,39","161,79","","0,86%"
"09/07/2019","162,76","162,15","162,91","161,35","","0,04%"
"08/07/2019","162,70","162,83","163,85","162,25","","-0,01%"
"05/07/2019","162,71","165,16","165,27","161,43","","-1,47%"
"03/07/2019","165,13","166,37","166,40","164,48","","0,92%"
"02/07/2019","163,63","161,88","163,93","161,69","","1,34%"
"01/07/2019","161,46","162,24","162,54","160,96","","-1,72%"
"28/06/2019","164,29","165,63","165,77","163,76","","0,12%"
"27/06/2019","164,10","164,00","164,15","163,05","","-0,24%"
"26/06/2019","164,49","164,62","164,84","163,36","","-0,23%"
"25/06/2019","164,87","166,07","167,58","164,49","","0,03%"
"24/06/2019","164,82","163,87","165,08","163,24","","1,30%"
"21/06/2019","162,71","163,70","164,42","161,10","","0,23%"
"20/06/2019","162,34","160,52","162,36","160,49","","3,57%"
"19/06/2019","156,75","156,51","157,02","156,31","","-0,14%"
"18/06/2019","156,97","156,36","157,84","156,12","","0,58%"
"17/06/2019","156,06","156,25","156,53","155,34","","-0,12%"
"14/06/2019","156,25","156,60","158,25","156,13","","0,06%"
"13/06/2019","156,16","155,72","156,25","155,43","","0,51%"
"12/06/2019","155,36","154,87","155,97","154,86","","0,42%"
"11/06/2019","154,71","154,90","154,95","153,83","","0,15%"
"10/06/2019","154,48","155,04","155,11","154,45","","-1,25%"
"07/06/2019","156,44","155,44","157,18","155,08","","0,26%"
"06/06/2019","156,04","154,91","156,20","154,89","","0,68%"
"05/06/2019","154,98","154,75","156,73","154,59","","0,37%"
"04/06/2019","154,41","154,57","155,03","153,96","","0,06%"
"03/06/2019","154,32","153,01","154,40","152,73","","1,28%"
"31/05/2019","152,37","150,67","152,39","150,52","","1,44%"
"30/05/2019","150,20","149,06","150,36","148,67","","0,47%"
"29/05/2019","149,49","149,31","149,94","149,20","","0,30%"
"28/05/2019","149,05","149,61","149,92","148,86","","-0,51%"
"24/05/2019","149,82","149,66","149,94","149,44","","-0,14%"
"23/05/2019","150,03","148,65","150,21","148,46","","0,89%"
"22/05/2019","148,70","148,62","149,03","148,48","","0,05%"
"21/05/2019","148,62","148,99","148,99","148,14","","-0,32%"
"20/05/2019","149,09","149,03","149,25","148,65","","0,11%"
"17/05/2019","148,92","150,09","150,45","148,82","","-0,82%"
"16/05/2019","150,15","151,35","151,67","149,93","","-0,90%"
"15/05/2019","151,51","151,45","151,95","151,01","","0,13%"
"14/05/2019","151,32","151,75","151,86","151,10","","-0,43%"
"13/05/2019","151,97","150,10","152,00","149,72","","1,11%"
"10/05/2019","150,30","150,12","150,62","149,91","","0,17%"
"09/05/2019","150,05","149,61","150,50","149,50","","0,29%"
"08/05/2019","149,61","150,28","150,93","149,47","","-0,33%"
"07/05/2019","150,10","149,90","150,24","149,35","","0,14%"
"06/05/2019","149,89","149,91","150,05","149,23","","0,20%"
"03/05/2019","149,59","148,57","149,90","148,28","","0,73%"
"02/05/2019","148,51","148,94","148,98","147,98","","-0,95%"
"01/05/2019","149,93","149,82","150,25","149,35","","-0,12%"
"30/04/2019","150,11","149,92","150,39","149,64","","0,33%"
"29/04/2019","149,62","150,33","150,45","149,44","","-0,56%"
"26/04/2019","150,47","149,64","150,70","149,02","","0,71%"
"25/04/2019","149,41","149,03","149,99","149,02","","0,03%"
"24/04/2019","149,37","148,56","149,51","148,33","","0,48%"
"23/04/2019","148,65","149,15","149,16","148,05","","-0,34%"
"22/04/2019","149,16","149,47","149,66","148,94","","0,12%"
"18/04/2019","148,98","148,77","149,40","148,64","","-0,06%"
"17/04/2019","149,07","149,44","149,69","148,89","","-0,03%"
"16/04/2019","149,12","150,44","150,63","148,93","","-1,09%"
"15/04/2019","150,76","150,70","150,96","150,07","","-0,30%"
"12/04/2019","151,22","151,39","151,66","151,04","","0,15%"
"11/04/2019","151,00","153,03","153,17","150,98","","-1,56%"
"10/04/2019","153,40","152,54","153,48","152,35","","0,43%"
"09/04/2019","152,75","152,13","152,98","151,91","","0,49%"
"08/04/2019","152,00","151,82","152,69","151,73","","0,49%"
"05/04/2019","151,26","151,17","151,46","150,44","","0,10%"
"04/04/2019","151,11","151,22","151,52","150,03","","-0,08%"
"03/04/2019","151,23","151,49","151,65","150,93","","-0,01%"
"02/04/2019","151,24","151,00","151,35","150,59","","0,09%"
"01/04/2019","151,10","151,38","151,97","150,93","","-0,33%"
"29/03/2019","151,60","151,24","152,30","150,77","","0,24%"
"28/03/2019","151,23","153,32","153,83","151,00","","-1,64%"
"27/03/2019","153,75","154,51","154,71","153,55","","-0,34%"
"26/03/2019","154,28","155,00","155,02","153,94","","-0,57%"
"25/03/2019","155,16","154,18","155,19","154,17","","0,78%"
"22/03/2019","153,96","153,66","154,22","153,34","","0,38%"
"21/03/2019","153,37","154,58","154,85","152,86","","0,45%"
"20/03/2019","152,69","153,04","153,60","152,30","","-0,37%"
"19/03/2019","153,26","153,14","153,75","152,91","","0,38%"
"18/03/2019","152,68","152,40","153,26","152,30","","-0,09%"
"15/03/2019","152,82","151,86","153,21","151,80","","0,58%"
"14/03/2019","151,94","153,23","153,31","151,66","","-1,09%"
"13/03/2019","153,62","152,98","153,63","152,97","","0,87%"
"12/03/2019","152,30","151,92","152,49","151,86","","0,53%"
"11/03/2019","151,49","152,12","152,43","151,46","","-0,64%"
"08/03/2019","152,46","151,08","152,68","151,05","","1,03%"
"07/03/2019","150,91","151,07","151,30","150,39","","-0,12%"
"06/03/2019","151,09","151,08","151,56","150,72","","0,23%"
"05/03/2019","150,75","151,24","151,43","150,46","","-0,22%"
